"date","count","lat","long","train1","train2","train3","aspect_250m","bottom_salinity_mean_resample_250m","bpi_4000_20000_250m","bpi_500_5000_250m","chloro_a_mean_resample_250m","chloro_a_sd_resample_250m","depth_250m","distance_from_coast_250m","distance_to_rivers_250m","fishing_effort_mean_250m","fishing_effort_quantiles_250m","o2_bottom_mean_resample_250m","o2_bottom_sd_resample_250m","o2_surface_mean_resample_250m","o2_surface_sd_resample_250m","ph_mean_resample_250m","ph_sd_resample_250m","primary_productivity_mean_resample_250m","primary_productivity_sd_resample_250m","secchi_depth_mean_resample_250m","secchi_depth_sd_resample_250m","slope_250m","summer_bottomT_mean_resample_250m","summer_surfaceT_mean_resample_250m","surface_salinity_mean_resample_250m","wave_sig_height_mean_resample_250m","wave_sig_height_sd_resample_250m","winter_bottomT_mean_resample_250m","winter_surfaceT_mean_resample_250m","year_round_bottomT_mean_resample_250m","year_round_bottomT_sd_resample_250m","year_round_surfaceT_mean_resample_250m","year_round_surfaceT_sd_resample_250m"
2007-04-13,0,58.3419,24.43003,0,0,1,270,4.66102409362793,0,0,3.79681754112244,3.04838991165161,5,8980,9851,0,1,370.416381835938,68.8058929443359,370.50927734375,69.0334396362305,8.44393253326416,0.0863449275493622,8387.87890625,8393.4931640625,6.16696500778198,1.90583765506744,2.48480837389805e-17,16.1460914611816,16.4448833465576,4.33162450790405,0.233110710978508,0.0262590851634741,0.528494715690613,0.431399315595627,8.68603420257568,7.38497877120972,8.66733360290527,7.56138849258423
2007-04-19,1,59.45,24.78833,1,1,0,149,5.81369924545288,7,6,1.8749520778656,1.53993535041809,7,1125,5875,0,1,347.066650390625,44.303783416748,354.759735107422,45.1056098937988,8.28441429138184,0.0476766712963581,6851.15234375,6099.2373046875,8.28376197814941,1.67518186569214,0.501120626926422,8.82551574707031,12.739691734314,5.51821660995483,0.18458203971386,0.0184096172451973,3.44226908683777,2.82387781143188,7.4027304649353,4.73092937469482,8.42776584625244,5.83892011642456
2007-04-19,0,59.53667,24.68833,0,1,1,249,7.1622428894043,-14,-1,1.4959454536438,1.18647444248199,45,10516,21932,4,9,279.146575927734,39.907356262207,357.159515380859,47.7180862426758,8.23663139343262,0.0467541962862015,2518.27514648438,1968.95043945312,8.70765399932861,1.53935587406158,0.888475298881531,4.25843191146851,12.525032043457,5.53434896469116,0.413984715938568,0.0378379598259926,4.88144636154175,2.79036283493042,5.15071058273315,1.77240347862244,8.40620040893555,5.96811485290527
2007-04-19,0,59.55522,24.9386,1,1,0,90,7.97258520126343,-8,15,1.4006040096283,1.14139759540558,36,5902,21187,2,8,212.998397827148,43.0885581970215,358.983093261719,48.3466491699219,8.25892925262451,0.0467000566422939,2208.44799804688,1823.91772460938,8.65788650512695,1.50267601013184,0.973934412002563,4.57456016540527,12.4031658172607,5.21745920181274,0.354750633239746,0.0221429113298655,5.39790439605713,2.79507398605347,5.1280689239502,1.1335461139679,8.34527587890625,5.96445751190186
2007-04-23,0,55.85833,12.66867,1,1,1,45,27.2509708404541,0,-2,1.59748435020447,0.588067173957825,16,7877,21475,0,6,266.885894775391,47.5268707275391,329.726989746094,41.2379417419434,8.11549186706543,0.041224017739296,3265.52807617188,1612.98779296875,10.1500396728516,1.241459608078,0.162056505680084,11.4372615814209,15.0851316452026,11.775954246521,0.24467146396637,0.0174893140792847,6.88274145126343,3.89000248908997,10.2786359786987,3.91456627845764,10.1646480560303,5.71458339691162
2007-04-25,0,56.66667,12.11667,1,0,1,154,33.7481689453125,-6,-12,1.2060467004776,0.349064737558365,53,56769,61970,10,10,243.902618408203,40.892505645752,314.126495361328,39.6676750183105,8.10853862762451,0.0460852943360806,1885.99719238281,993.6298828125,12.2954483032227,1.06828689575195,0.474196135997772,7.15654420852661,15.2938327789307,19.2790813446045,0.853907108306885,0.0749390348792076,8.35302734375,4.0426287651062,8.79349040985107,2.64697265625,10.3197021484375,5.76589250564575
2007-04-25,0,57.66998,11.69,1,1,0,98,27.8991260528564,4,-12,1.79718542098999,0.664879977703094,28,2634,21755,0,6,292.0693359375,37.1540451049805,330.386322021484,44.8051490783691,7.80983304977417,0.109078459441662,6164.66650390625,4263.1181640625,10.1133966445923,1.66053056716919,0.810230672359467,12.0540647506714,15.3448534011841,13.3317289352417,0.628109097480774,0.0698586329817772,6.01005840301514,3.03976988792419,10.2973041534424,4.60143899917603,9.91325187683105,6.09283638000488
2007-04-30,0,58.21558,24.31148,0,1,1,71,5.18096923828125,-2,-1,2.52611804008484,1.51394617557526,10,13405,26382,0,1,363.455780029297,63.8998718261719,365.884399414062,68.5688018798828,8.34858894348145,0.0813040658831596,4632.34033203125,3888.84643554688,7.05186367034912,1.44208741188049,0.0905925035476685,13.5110683441162,15.473653793335,4.92199563980103,0.365282714366913,0.0398075170814991,0.868324875831604,0.650552988052368,8.17895221710205,6.66820669174194,8.5877571105957,7.24688863754272
2007-04-30,1,58.3419,24.43003,1,1,1,270,4.66102409362793,0,0,3.79681754112244,3.04838991165161,5,8980,9851,0,1,370.416381835938,68.8058929443359,370.50927734375,69.0334396362305,8.44393253326416,0.0863449275493622,8387.87890625,8393.4931640625,6.16696500778198,1.90583765506744,2.48480837389805e-17,16.1460914611816,16.4448833465576,4.33162450790405,0.233110710978508,0.0262590851634741,0.528494715690613,0.431399315595627,8.68603420257568,7.38497877120972,8.66733360290527,7.56138849258423
2007-05-07,0,59.45,24.78833,1,1,1,149,5.81369924545288,7,6,1.8749520778656,1.53993535041809,7,1125,5875,0,1,347.066650390625,44.303783416748,354.759735107422,45.1056098937988,8.28441429138184,0.0476766712963581,6851.15234375,6099.2373046875,8.28376197814941,1.67518186569214,0.501120626926422,8.82551574707031,12.739691734314,5.51821660995483,0.18458203971386,0.0184096172451973,3.44226908683777,2.82387781143188,7.4027304649353,4.73092937469482,8.42776584625244,5.83892011642456
2007-05-07,0,59.53667,24.68833,1,1,1,249,7.1622428894043,-14,-1,1.4959454536438,1.18647444248199,45,10516,21932,4,9,279.146575927734,39.907356262207,357.159515380859,47.7180862426758,8.23663139343262,0.0467541962862015,2518.27514648438,1968.95043945312,8.70765399932861,1.53935587406158,0.888475298881531,4.25843191146851,12.525032043457,5.53434896469116,0.413984715938568,0.0378379598259926,4.88144636154175,2.79036283493042,5.15071058273315,1.77240347862244,8.40620040893555,5.96811485290527
2007-05-07,0,59.55522,24.9386,0,1,1,90,7.97258520126343,-8,15,1.4006040096283,1.14139759540558,36,5902,21187,2,8,212.998397827148,43.0885581970215,358.983093261719,48.3466491699219,8.25892925262451,0.0467000566422939,2208.44799804688,1823.91772460938,8.65788650512695,1.50267601013184,0.973934412002563,4.57456016540527,12.4031658172607,5.21745920181274,0.354750633239746,0.0221429113298655,5.39790439605713,2.79507398605347,5.1280689239502,1.1335461139679,8.34527587890625,5.96445751190186
2007-05-08,0,58.51465,17.27262,1,1,0,201,6.90640306472778,3,-2,1.42215132713318,0.965435802936554,32,20187,53033,0,1,340.370758056641,37.7790794372559,353.592224121094,41.0856246948242,8.08889865875244,0.0392348915338516,2449.96728515625,1879.53356933594,9.10003471374512,1.51531255245209,0.399012476205826,6.79622840881348,12.6930665969849,6.4319543838501,0.740650236606598,0.0390326343476772,4.12061977386475,3.37335395812988,6.11711168289185,2.75373077392578,8.54337501525879,5.41328620910645
2007-05-08,0,58.51967,17.31592,0,1,1,80,6.89460849761963,2,-7,1.42455804347992,0.978916049003601,37,17375,50737,0,1,339.647216796875,37.0028266906738,353.623840332031,41.1220245361328,8.08854866027832,0.0396212786436081,2408.70581054688,1880.40942382812,9.09252643585205,1.52585387229919,1.24787783622742,6.89528656005859,12.653000831604,6.4213399887085,0.75572669506073,0.0401904731988907,4.09572887420654,3.3871374130249,6.16880702972412,2.78382587432861,8.53832054138184,5.41424083709717
2007-05-08,0,58.531,17.22197,1,0,1,347,6.90835189819336,-1,-13,1.49603772163391,1.00854456424713,44,19069,47151,0,1,341.454742431641,39.321231842041,353.923736572266,41.3907814025879,8.08981227874756,0.0386559441685677,2643.98583984375,1981.74365234375,9.00842380523682,1.52689814567566,2.84089159965515,6.89899921417236,12.7928781509399,6.43029451370239,0.701755404472351,0.0382589362561703,4.02324771881104,3.2043240070343,6.12025451660156,2.80486845970154,8.49918270111084,5.45429754257202
2007-05-08,0,58.53753,17.26333,1,1,1,98,6.865638256073,1,4,1.49536919593811,1.02166867256165,22,15705,47515,0,1,339.465637207031,38.7281684875488,353.781188964844,41.3367500305176,8.08943462371826,0.0390384942293167,2601.44360351562,1955.17578125,9.00693130493164,1.53877997398376,0.753564894199371,7.40079832077026,12.7471561431885,6.42282104492188,0.718118906021118,0.0405944287776947,3.97330713272095,3.22945284843445,6.3552680015564,3.03192472457886,8.49142456054688,5.44554758071899
2007-05-08,0,58.55233,17.29367,0,1,1,216,6.75225734710693,3,5,1.52360773086548,1.04932522773743,17,11255,44772,0,1,347.968292236328,35.924732208252,354.094482421875,41.6259307861328,8.08955001831055,0.0397942401468754,2612.02978515625,1988.35266113281,8.97291660308838,1.55865383148193,0.779258787631989,8.13125896453857,12.7461109161377,6.41249179840088,0.721574664115906,0.0432619079947472,3.71524262428284,3.18766093254089,6.62894582748413,3.41824507713318,8.47667217254639,5.46707916259766
2007-05-08,0,58.56137,17.36847,1,1,1,320,6.93645715713501,6,3,1.46945989131927,1.02250862121582,23,10705,43290,0,1,334.916961669922,38.3888053894043,354.147338867188,41.6805572509766,8.08833980560303,0.0411010943353176,2457.62963867188,1965.44152832031,9.02696514129639,1.56103372573853,0.40715616941452,7.22823905944824,12.6836595535278,6.39323759078979,0.748813569545746,0.0453407056629658,3.9785635471344,3.31493639945984,6.22695684432983,2.88132119178772,8.5188570022583,5.44891548156738
2007-05-09,0,57.19117,11.66665,1,0,1,79,34.098030090332,-14,-15,1.22329926490784,0.380348742008209,67,43353,64119,15,10,255.511535644531,37.8678092956543,309.864593505859,38.5002021789551,8.11701393127441,0.0491838678717613,1922.32275390625,1034.28649902344,12.5459690093994,1.16083788871765,0.786594688892365,7.93237400054932,15.2091856002808,21.4300670623779,0.879228174686432,0.0766187533736229,7.84821891784668,4.28539848327637,8.84466457366943,2.56100273132324,10.3591556549072,5.65065717697144
2007-05-09,0,57.5495,11.52483,1,1,1,59,34.4428215026855,-17,-6,1.28905034065247,0.431701362133026,76,20758,50714,5,10,269.631378173828,27.7727890014648,309.491333007812,38.7531623840332,8.11766147613525,0.0486521348357201,2153.107421875,1197.59033203125,12.4688634872437,1.29905915260315,0.167043998837471,7.62019538879395,15.1277437210083,21.9688320159912,0.878304481506348,0.0843360126018524,7.56128787994385,4.16835641860962,8.31393718719482,2.01683068275452,10.2641773223877,5.64481210708618
2007-05-09,0,57.71647,16.9329,1,1,1,270,7.31967926025391,7,-8,1.31344842910767,0.844344198703766,44,17737,37454,0,1,311.300476074219,48.3388786315918,349.803375244141,40.0170135498047,8.09548950195312,0.039493452757597,2233.63208007812,1851.72985839844,9.33508586883545,1.42451786994934,0.458356469869614,5.59853935241699,12.9471130371094,6.65356874465942,0.655582785606384,0.0254081636667252,4.46333742141724,3.91836357116699,5.52713489532471,1.90962672233582,8.95064163208008,5.38326835632324
2007-05-09,0,57.72473,16.97617,0,0,1,322,7.89109230041504,0,0,1.31061387062073,0.877139449119568,49,23462,41730,0,3,255.025192260742,57.2562484741211,349.306030273438,40.444652557373,8.09548664093018,0.0398696325719357,2181.7900390625,1872.92053222656,9.35589122772217,1.47212266921997,0.653244078159332,4.68640518188477,12.9475879669189,6.64444255828857,0.691626787185669,0.0257551539689302,4.72152137756348,4.04406976699829,5.00650358200073,1.11504948139191,9.04488849639893,5.40951013565063
2007-05-09,0,58.4518,17.3886,1,1,1,354,7.1208028793335,11,1,1.31251072883606,0.935471773147583,38,34887,67472,0,1,330.654876708984,38.1163482666016,352.3017578125,40.9743995666504,8.0885181427002,0.0407044440507889,2167.25927734375,1815.61889648438,9.25494194030762,1.51621377468109,1.52471971511841,5.48522138595581,12.6292095184326,6.44510889053345,0.817764103412628,0.0385479740798473,4.39733362197876,3.75236296653748,5.54037523269653,2.09927487373352,8.71191120147705,5.38673114776611
2007-05-09,0,58.4538,17.34778,0,1,1,335,7.01306056976318,9,-13,1.31311321258545,0.929330468177795,47,32773,65358,0,1,336.751983642578,37.864330291748,352.418090820312,40.8140144348145,8.08832168579102,0.0405009612441063,2187.400390625,1806.30676269531,9.24989891052246,1.51369297504425,0.346149563789368,5.95922708511353,12.6301259994507,6.44541072845459,0.800400733947754,0.0379209518432617,4.30276298522949,3.7135636806488,5.75474548339844,2.35238409042358,8.68649482727051,5.38039445877075
2007-05-09,0,58.45533,17.40492,0,1,0,135,7.20289516448975,9,13,1.31420481204987,0.937869071960449,25,34862,67447,0,2,324.104888916016,39.3172988891602,352.300811767578,41.0300445556641,8.08853149414062,0.0407720617949963,2163.37890625,1819.64245605469,9.25472164154053,1.51851260662079,0.0405142270028591,5.2344913482666,12.6269197463989,6.44376134872437,0.822838008403778,0.0388848222792149,4.4458589553833,3.75764322280884,5.40763235092163,1.93940532207489,8.71493530273438,5.3889594078064
2007-05-09,0,58.47072,17.42678,1,1,1,357,7.39337873458862,6,-7,1.32660496234894,0.946044325828552,48,32647,65233,0,1,308.303009033203,42.6460227966309,352.427703857422,41.1075630187988,8.0883150100708,0.040825255215168,2174.17626953125,1829.08117675781,9.23770332336426,1.52510941028595,1.43324089050293,4.90844821929932,12.6116552352905,6.43540668487549,0.827164232730865,0.0397781245410442,4.58448505401611,3.73789072036743,5.22103452682495,1.62485551834106,8.69936466217041,5.39165782928467
2007-05-10,0,57.54667,16.94513,1,1,1,67,7.89648342132568,-7,-2,1.34345817565918,0.897163689136505,61,20237,41233,0,6,258.113525390625,56.9759407043457,349.189361572266,40.5088081359863,8.09664154052734,0.040155716240406,2247.09497070312,1949.65209960938,9.30789375305176,1.48648309707642,0.835163176059723,4.70608568191528,12.9970617294312,6.65783071517944,0.635798931121826,0.0244025383144617,4.75775623321533,4.0510687828064,5.04013824462891,1.15054297447205,9.07497692108154,5.41873216629028
2007-05-10,0,57.56143,16.90382,1,1,0,49,7.51299810409546,-2,-10,1.34602046012878,0.870984733104706,56,15195,36904,0,1,296.075164794922,52.2674751281738,349.815063476562,40.220027923584,8.09704208374023,0.0400612242519855,2285.47778320312,1921.86730957031,9.29276847839355,1.44660007953644,0.528226017951965,5.28758859634399,12.9776659011841,6.66479301452637,0.607267260551453,0.0243765395134687,4.57171487808228,3.92280888557434,5.3667573928833,1.66041243076324,8.97940349578857,5.38223457336426
2007-05-10,0,57.58582,16.88898,1,0,0,63,7.58358955383301,-5,2,1.33883368968964,0.843185245990753,43,14316,33230,0,2,286.935577392578,52.8848991394043,349.911346435547,39.8930358886719,8.09673309326172,0.0396349094808102,2303.49658203125,1893.38732910156,9.29802417755127,1.41425371170044,0.512455344200134,5.3146276473999,12.9590148925781,6.67264699935913,0.60000216960907,0.0244010984897614,4.55621576309204,3.87255382537842,5.36097812652588,1.61173570156097,8.92749214172363,5.3580641746521
2007-05-10,0,57.63838,16.956,0,1,0,197,7.95241737365723,-3,-4,1.32142817974091,0.882240414619446,63,18498,40090,0,1,248.873641967773,62.1108169555664,349.403137207031,40.4208641052246,8.09602069854736,0.0394593216478825,2195.50122070312,1890.84167480469,9.33720207214355,1.479407787323,0.869810700416565,4.68951797485352,12.9435577392578,6.64947462081909,0.664833009243011,0.0252349860966206,4.74181270599365,4.0627326965332,4.98548936843872,1.0713404417038,9.05385112762451,5.40326023101807
2007-05-11,0,55.74983,15.72562,1,1,1,153,10.4413528442383,4,3,1.32781291007996,0.802321016788483,49,41359,84904,0,2,264.101959228516,43.4395866394043,341.324890136719,38.839599609375,8.09655952453613,0.0349081419408321,2430.83642578125,1807.14611816406,9.43060493469238,1.37312877178192,0.512455344200134,5.48546266555786,13.0894250869751,7.37579298019409,1.05907142162323,0.0660243853926659,7.41073513031006,4.92892599105835,6.65009164810181,1.66687452793121,9.75258159637451,5.23793315887451
2007-05-11,0,55.83287,15.79735,1,1,1,0,8.78202724456787,-1,-1,1.32928395271301,0.830876588821411,52,28172,65090,1,8,296.584503173828,41.1075439453125,343.005706787109,38.5002975463867,8.09623908996582,0.0358206406235695,2411.73364257812,1804.32189941406,9.42667293548584,1.3717132806778,0.114591404795647,5.51379585266113,12.906759262085,7.2910099029541,1.04313206672668,0.0703263729810715,6.13805055618286,4.75722742080688,6.07858800888062,1.64532935619354,9.55031490325928,5.18015241622925
2007-05-11,0,55.83292,15.84427,1,1,1,90,9.24229145050049,-1,-2,1.32929515838623,0.829997599124908,54,30244,66126,0,5,283.64697265625,42.3806037902832,343.028167724609,38.5316848754883,8.09622859954834,0.0356550142168999,2411.67749023438,1805.92053222656,9.42829418182373,1.37181925773621,1.98784669911844e-16,5.48580312728882,12.9216823577881,7.29112005233765,1.04720366001129,0.070587195456028,6.34982824325562,4.7497124671936,6.14743757247925,1.56760549545288,9.55056285858154,5.1825704574585
2007-05-11,0,55.85697,15.77283,1,1,0,288,8.32526016235352,-1,0,1.33194017410278,0.832026720046997,46,22283,61480,0,1,309.430389404297,39.4983062744141,343.337188720703,38.3500671386719,8.09623336791992,0.0360200479626656,2418.65698242188,1808.97717285156,9.42327308654785,1.36692929267883,0.0905925035476685,5.76623201370239,12.8132123947144,7.27546262741089,1.02985394001007,0.0703443437814713,5.78800868988037,4.72639226913452,6.09151220321655,1.78492987155914,9.49210166931152,5.15645456314087
2007-05-11,0,55.86285,15.84057,1,1,0,218,8.25475978851318,2,4,1.33507084846497,0.840644478797913,41,24140,60022,0,1,311.453582763672,39.793327331543,343.567840576172,38.3103408813477,8.09609031677246,0.0359955914318562,2423.45483398438,1811.96105957031,9.42274284362793,1.37239980697632,0.36686697602272,5.76535606384277,12.8079948425293,7.2678861618042,1.03369808197021,0.070738673210144,5.71118497848511,4.71531772613525,6.04873275756836,1.7711318731308,9.47033786773682,5.1450080871582
2007-05-11,0,55.88233,15.72692,1,1,0,270,7.93741083145142,0,-2,1.32536840438843,0.816196620464325,43,15109,58654,0,1,324.085662841797,37.1877326965332,343.632202148438,38.1455535888672,8.09598541259766,0.0361750721931458,2412.30615234375,1794.37756347656,9.4297399520874,1.35215771198273,1.98784669911844e-16,6.26612663269043,12.7508134841919,7.26462364196777,1.0094256401062,0.0699771791696548,5.45391893386841,4.69926118850708,6.26916742324829,2.02428936958313,9.44780158996582,5.1328010559082
2007-05-11,0,56.66648,12.1165,1,1,1,168,33.7474098205566,-6,-10,1.2058652639389,0.348867923021317,50,56872,62220,10,10,243.844741821289,40.9466171264648,314.126159667969,39.666862487793,8.10852813720703,0.0460844561457634,1885.54028320312,993.509643554688,12.2960243225098,1.06819915771484,0.584284365177155,7.15616464614868,15.2934083938599,19.2789916992188,0.853992462158203,0.074913777410984,8.35520172119141,4.04314136505127,8.79440212249756,2.647700548172,10.3199462890625,5.76564884185791
2007-05-12,0,55.95257,15.89358,1,1,1,360,7.99125909805298,-3,-1,1.34055078029633,0.817513883113861,40,16587,44654,0,1,318.726013183594,42.2016944885254,345.502624511719,36.6831245422363,8.09502983093262,0.0352287963032722,2517.92919921875,1834.41955566406,9.41749095916748,1.33250200748444,0.114591404795647,6.60075807571411,12.4926795959473,7.24363803863525,0.990214407444,0.0700679495930672,5.30831480026245,4.61708116531372,6.3279972076416,2.05275821685791,9.16926670074463,4.9148530960083
2007-05-12,0,55.96617,15.70333,1,1,1,45,7.5294361114502,6,-9,1.33941876888275,0.772578358650208,33,2125,42940,0,1,342.891967773438,30.7425861358643,345.065002441406,37.2821388244629,8.09564685821533,0.0354672893881798,2487.10473632812,1767.90844726562,9.39634418487549,1.28612208366394,0.324110418558121,8.00942325592041,12.5937747955322,7.25462293624878,0.934969663619995,0.0686073005199432,5.01015043258667,4.57338905334473,7.05265331268311,2.83152389526367,9.26086807250977,5.01116371154785
2007-05-12,0,55.97933,15.72532,1,1,0,25,7.57579469680786,7,2,1.33810579776764,0.749682784080505,20,5755,39154,0,1,339.850982666016,33.2000465393066,345.338684082031,36.9787712097168,8.09546566009521,0.0349634885787964,2541.27465820312,1759.3212890625,9.39309310913086,1.2592990398407,0.474196135997772,8.10416984558105,12.5388956069946,7.26184272766113,0.924673616886139,0.0700078830122948,4.96351289749146,4.53700637817383,7.02781963348389,2.83225870132446,9.17368793487549,4.9481840133667
2007-05-13,0,55.2246,13.4325,1,0,1,270,13.3550519943237,-4,0,1.4012975692749,0.643007040023804,41,25033,30625,0,5,259.813323974609,81.2549896240234,339.602294921875,39.4928359985352,8.10507392883301,0.0357123613357544,2746.9267578125,1699.18054199219,9.35041904449463,1.19487512111664,0.0572957620024681,8.18608570098877,13.3648748397827,7.76571607589722,0.858622908592224,0.054070096462965,6.98191118240356,4.924400806427,8.75551223754883,3.75839281082153,9.99048233032227,5.25376272201538
2007-05-13,0,55.2248,13.26833,1,1,1,270,12.9531869888306,-4,0,1.3961226940155,0.63733845949173,40,23280,37821,0,3,258.51513671875,84.7304000854492,339.139984130859,39.6462783813477,8.10560321807861,0.0360530056059361,2735.1728515625,1700.50036621094,9.37809181213379,1.19911527633667,1.98784669911844e-16,8.44259929656982,13.4814004898071,7.81886959075928,0.835297584533691,0.052311509847641,6.65106964111328,4.90055418014526,8.79982566833496,3.86621761322021,10.0319519042969,5.27684307098389
2007-05-13,0,55.22503,13.63517,1,1,1,225,13.4673461914062,-2,-1,1.3941376209259,0.648697912693024,43,33541,36401,3,9,258.753845214844,81.7608184814453,339.291748046875,39.5101013183594,8.10419178009033,0.0359462350606918,2731.17553710938,1742.01818847656,9.3560848236084,1.20876371860504,0.0405142270028591,8.25222396850586,13.4523468017578,7.74129343032837,0.888239204883575,0.0565202794969082,7.13422822952271,4.97863626480103,8.7618579864502,3.68396878242493,10.0287618637085,5.27019071578979
2007-05-13,0,55.23332,13.125,0,0,1,315,10.6212329864502,-3,0,1.40420866012573,0.64646989107132,36,26902,40503,0,4,299.075958251953,60.5704917907715,338.883544921875,40.0723037719727,8.10554599761963,0.0368948951363564,2704.7431640625,1690.35375976562,9.38817024230957,1.21153879165649,0.0405142270028591,8.8959903717041,13.6430540084839,7.87622404098511,0.809829711914062,0.0504728332161903,6.20602893829346,4.82696056365967,8.70009899139404,3.76006078720093,10.0798768997192,5.33742618560791
2007-05-13,0,55.24,13.33667,1,1,1,270,11.093053817749,-5,0,1.39992654323578,0.63597697019577,40,19375,31611,0,5,297.856201171875,61.2033843994141,339.572296142578,39.3920631408691,8.10568904876709,0.0359096340835094,2753.29516601562,1694.17492675781,9.36424350738525,1.18874442577362,1.98784669911844e-16,8.46014881134033,13.3563547134399,7.78830099105835,0.830881774425507,0.0518740862607956,6.49081516265869,4.89683198928833,8.62335872650146,3.637690782547,9.97210788726807,5.23375129699707
2007-05-13,0,55.255,13.50167,1,0,0,360,9.54875469207764,-3,-2,1.39989733695984,0.647872090339661,39,22390,25401,0,6,318.556945800781,48.3268775939941,340.028015136719,39.3034896850586,8.10506439208984,0.0359290651977062,2753.048828125,1717.15991210938,9.35365867614746,1.19276666641235,0.114591404795647,8.27331829071045,13.294361114502,7.73021554946899,0.840229511260986,0.0525521375238895,6.10263252258301,4.92501258850098,8.21525573730469,3.3506326675415,9.93572998046875,5.20911884307861
2007-05-13,0,55.27818,13.30978,1,1,1,180,8.48850154876709,-1,0,1.41797530651093,0.64182722568512,31,12280,25354,0,5,333.775024414062,39.8942108154297,339.948699951172,39.3062171936035,8.10665225982666,0.0363516248762608,2824.7744140625,1701.85131835938,9.36443996429443,1.17865979671478,0.114591404795647,9.14654064178467,13.2646074295044,7.81574583053589,0.778235793113708,0.04983189702034,5.56535911560059,4.80362606048584,8.31617164611816,3.52822542190552,9.85558795928955,5.16038990020752
2007-05-14,0,55.12388,13.26145,1,1,0,270,12.8022165298462,1,0,1.4134281873703,0.645977199077606,38,43341,57882,0,2,295.272186279297,55.4275436401367,338.871246337891,40.0955848693848,8.10467529296875,0.0367213077843189,2744.29736328125,1719.10986328125,9.36029243469238,1.21998286247253,1.98784669911844e-16,9.46649932861328,13.5690355300903,7.87782907485962,0.890559673309326,0.0518645159900188,6.10685586929321,4.9028263092041,9.05799770355225,4.01463603973389,10.0998344421387,5.34179210662842
2007-05-14,0,55.13332,13.66657,1,0,1,90,15.4003982543945,0,0,1.42503595352173,0.648573338985443,44,52990,55851,1,8,258.452514648438,71.9789352416992,338.029083251953,40.3173141479492,8.10482406616211,0.0364553928375244,2766.11499023438,1693.56762695312,9.32949733734131,1.2284791469574,3.97569339823689e-16,8.77296257019043,13.7595348358154,7.88031578063965,0.938565135002136,0.0567784011363983,7.05435180664062,4.94622278213501,9.15425205230713,4.02452659606934,10.1700229644775,5.38434410095215
2007-05-14,0,55.29097,13.16833,1,1,1,315,8.67387104034424,-4,-1,1.42186343669891,0.649280667304993,32,14922,33021,0,3,326.991790771484,44.0658302307129,339.436187744141,39.7738647460938,8.10708904266357,0.0368441492319107,2782.26953125,1697.80065917969,9.37642002105713,1.18984997272491,0.0405142270028591,9.41063976287842,13.4774723052979,7.86660051345825,0.741801083087921,0.0491938330233097,5.53805780410767,4.75210046768188,8.48883819580078,3.66513514518738,9.93221855163574,5.23641347885132
2007-05-15,0,55.71833,21.06167,1,1,0,90,6.95701551437378,8,0,3.8050389289856,2.56219291687012,14,2902,7712,0,3,342.5107421875,51.1596603393555,351.472961425781,50.6011772155762,8.37929248809814,0.103711016476154,12663.830078125,11292.361328125,5.98651170730591,1.63313329219818,0.229181900620461,11.7978763580322,15.6534843444824,4.7030725479126,0.745109498500824,0.0928693115711212,3.65615010261536,2.31614422798157,9.17447090148926,5.53403043746948,9.87172794342041,6.62451696395874
2007-05-15,0,55.735,21.05,1,1,1,63,6.91916370391846,7,0,3.51104331016541,2.2542884349823,15,3875,10426,0,1,341.331207275391,51.8672370910645,350.411437988281,50.0921630859375,8.34787654876709,0.0954087227582932,11023.873046875,9305.2548828125,6.37264204025269,1.61067128181458,0.12811703979969,11.420859336853,15.3176488876343,5.10541963577271,0.756976306438446,0.0918841734528542,3.69037914276123,2.49246048927307,9.0485897064209,5.43475675582886,9.84498023986816,6.51237058639526
2007-05-16,0,55.31167,20.95667,0,1,1,105,6.92644882202148,3,0,2.09955263137817,1.03308498859406,14,2384,36058,0,1,343.471008300781,47.6088752746582,343.713958740234,47.1910705566406,8.14462184906006,0.0509181208908558,5108.98046875,3824.7490234375,8.03952407836914,1.33451581001282,0.326632648706436,12.4964218139648,13.9943227767944,6.86883974075317,0.811771988868713,0.0919865891337395,3.54940009117126,3.490473985672,9.3059253692627,5.62902545928955,9.76689720153809,6.01132583618164
2007-05-16,0,55.55833,21.07833,1,1,1,96,6.93178796768188,5,2,2.50337076187134,1.28538930416107,13,2427,22397,0,3,343.951507568359,48.9838829040527,345.438537597656,47.8312721252441,8.18277168273926,0.0710599794983864,6899.48486328125,5447.3837890625,7.68341398239136,1.47955882549286,0.25941589474678,12.4360446929932,14.6298055648804,6.66715431213379,0.748674094676971,0.096753366291523,3.46664094924927,3.27297210693359,9.28609085083008,5.67815732955933,9.92464733123779,6.20717859268188
2007-05-16,0,55.765,20.89167,1,1,1,90,7.3015193939209,-2,0,1.96166014671326,1.05578184127808,34,20369,24522,0,5,333.722320556641,48.2021026611328,342.185607910156,47.0628204345703,8.18303680419922,0.0540841817855835,4756.77392578125,3349.14282226562,8.28371906280518,1.41803920269012,0,7.11251306533813,14.6525144577026,6.70851182937622,0.91285365819931,0.0979831591248512,4.63376092910767,3.90548491477966,7.28730583190918,3.55823016166687,10.2076301574707,6.09156894683838
