"lat","long","fishing_hours"
66.68,11.37,1.3252
66.68,11.38,0.2694
66.68,11.39,0.3791
66.68,11.45,0
66.68,11.47,0
66.68,11.48,0
66.68,11.49,0
66.68,11.51,0.1697
66.68,11.52,0
66.68,11.54,1.0722
66.68,11.55,0
66.68,11.57,0
66.68,11.58,0
66.68,11.59,0
66.68,11.6,0
66.68,11.62,0
66.68,11.63,0
66.68,11.66,0
66.68,11.67,0
66.68,11.68,0.5036
66.68,11.69,0
66.68,11.7,0
66.68,11.71,0
66.68,11.74,0
66.68,11.75,0
66.68,11.77,0
66.68,11.78,0
66.68,11.79,0
66.68,11.87,0
66.68,11.88,0
66.68,11.89,0
66.68,11.94,0
66.68,11.95,0
66.68,11.96,0.1002
66.68,11.97,0
66.68,11.98,0
66.68,11.99,0
66.68,12.01,0
66.68,12.03,0
66.68,12.04,0
66.68,12.06,0.3269
66.68,12.07,0.1908
66.68,12.08,0
66.68,12.09,0
66.68,12.11,0
66.68,12.12,0
66.68,12.13,0
66.68,12.14,0
66.68,12.15,0
66.68,12.16,0
66.68,12.17,0
66.68,12.18,0
66.68,12.19,0
66.68,12.2,0
66.68,12.21,0
66.68,12.22,0
66.68,12.23,0
66.68,12.24,0
66.68,12.25,0.2555
66.68,12.26,9.974
66.68,12.27,0.8988
66.68,12.28,0.2288
66.68,12.29,2.6832
66.68,12.3,2.3435
66.68,12.31,1.6624
66.68,12.32,1.8931
66.68,12.33,1.8968
66.68,12.34,0.9668
66.68,12.35,0.8882
66.68,12.36,0.501
66.68,12.37,1.4823
66.68,12.38,0.2202
66.68,12.39,0.3075
66.68,12.4,0.2288
66.68,12.41,0.2247
66.68,12.42,0
66.68,12.43,0
66.68,12.44,0.1769
66.68,12.45,0
66.68,12.46,0
66.68,12.47,0
66.68,12.48,0
66.68,12.49,0
66.68,12.5,0
66.68,12.51,0
66.68,12.52,0
66.68,12.53,0
66.68,12.54,0
66.68,12.55,0
66.68,12.56,0
66.68,12.58,0
66.68,12.59,0
66.68,12.6,0
66.68,12.64,0
66.68,12.65,0
66.68,12.66,0
66.68,12.67,0
66.68,12.76,0
66.68,12.78,0
66.68,12.8,0
66.68,12.81,0
66.68,12.82,0
66.68,12.83,0
66.68,12.84,0
66.68,12.85,0
66.68,12.86,0
66.68,12.87,0
66.68,12.88,0
66.68,13.13,0
66.68,13.14,0
66.68,13.15,0
66.68,13.16,0
66.68,13.18,0
66.68,13.19,0
66.68,13.2,0
66.68,13.21,0
66.68,13.22,0
66.68,13.23,0
66.68,13.24,0
66.68,13.25,0
66.68,7.46,0
66.68,7.56,1.5388
66.68,7.6,1.5886
66.68,7.91,0
66.68,8.02,0
66.69,10.06,0
66.69,10.15,0
66.69,10.38,0
66.69,10.43,0
66.69,10.45,0
66.69,10.49,0
66.69,10.64,0
66.69,10.99,0
66.69,11.05,0.4886
66.69,11.12,0
66.69,11.13,0
66.69,11.14,0.5952
66.69,11.15,0.2486
66.69,11.2,0.2513
66.69,11.21,0
66.69,11.24,0.2863
66.69,11.3,0
66.69,11.35,0
66.69,11.36,0
66.69,11.4,0.4755
66.69,11.42,0.2908
66.69,11.43,0.3594
66.69,11.44,0.1041
66.69,11.46,0
66.69,11.47,0
66.69,11.48,0.223
66.69,11.51,0
66.69,11.53,0
66.69,11.54,0.4883
66.69,11.55,0
66.69,11.56,0
66.69,11.57,0
66.69,11.59,0
66.69,11.6,0
66.69,11.64,0
66.69,11.65,0
66.69,11.67,0
66.69,11.68,0
66.69,11.69,0.4294
66.69,11.7,0
66.69,11.71,0
66.69,11.72,0
66.69,11.73,0
66.69,11.74,0
66.69,11.75,0.7155
66.69,11.76,0
66.69,11.77,0
66.69,11.78,0
66.69,11.88,0
66.69,11.9,0.3452
66.69,11.92,0.1811
66.69,11.94,0.1825
66.69,11.95,0
66.69,11.97,0.1225
66.69,11.98,0
66.69,12,0
66.69,12.01,0
66.69,12.02,0
66.69,12.03,0
66.69,12.04,0
66.69,12.05,0
66.69,12.06,0
66.69,12.07,0
66.69,12.08,0.2822
66.69,12.09,0.2244
66.69,12.1,0.223
66.69,12.11,0.1797
66.69,12.12,0
66.69,12.13,0
66.69,12.14,0
66.69,12.15,0
66.69,12.16,0
66.69,12.17,0
66.69,12.18,0
66.69,12.19,0
66.69,12.2,0
66.69,12.21,0
66.69,12.22,0
66.69,12.23,0
66.69,12.24,0
66.69,12.25,0
66.69,12.26,0.2036
66.69,12.27,0
66.69,12.28,0.4744
66.69,12.29,1.0165
66.69,12.3,1.6138
66.69,12.31,1.123
66.69,12.32,1.373
66.69,12.33,1.3607
66.69,12.34,0.6605
66.69,12.35,0.8518
66.69,12.36,0.4019
66.69,12.37,0.7875
66.69,12.38,0.42
66.69,12.39,0.6246
66.69,12.4,0.1672
66.69,12.41,0.3547
66.69,12.42,0.5021
66.69,12.43,0.4719
66.69,12.44,0.9055
66.69,12.45,0.3861
66.69,12.46,0.2513
66.69,12.47,0
66.69,12.48,0.3069
66.69,12.49,0
66.69,12.5,0
66.69,12.51,0
66.69,12.52,0
66.69,12.53,0
66.69,12.54,0
66.69,12.55,0
66.69,12.56,0
66.69,12.57,0
66.69,12.58,0
66.69,12.59,0
66.69,12.6,0
66.69,12.61,0
66.69,12.63,0
66.69,12.64,0
66.69,12.65,0
66.69,12.66,0
66.69,12.67,0
66.69,12.68,0
66.69,12.69,0
66.69,12.7,0
66.69,12.82,0
66.69,12.83,0
66.69,12.86,0
66.69,12.87,0
66.69,12.88,0
66.69,12.89,0
66.69,12.9,0
66.69,12.91,0
66.69,12.92,0
66.69,12.93,0
66.69,13.13,0
66.69,13.14,0
66.69,13.15,0
66.69,13.16,0
66.69,13.17,0
66.69,13.25,0
66.69,13.26,0
66.69,13.27,0
66.69,7.26,0
66.69,7.32,0
66.69,7.52,0
66.69,7.62,0
66.69,7.81,0
66.69,7.83,1.5547
66.69,7.95,7.9894
66.69,8.04,0
66.7,10.27,0
66.7,10.29,0
66.7,10.51,0
66.7,10.53,0
66.7,10.58,1.6472
66.7,10.78,0
66.7,10.82,0
66.7,11.09,0
66.7,11.12,0.3552
66.7,11.15,0.3341
66.7,11.16,0
66.7,11.29,0
66.7,11.3,0
66.7,11.34,0
66.7,11.37,0
66.7,11.39,0
66.7,11.4,0.2402
66.7,11.41,0.3902
66.7,11.42,0
66.7,11.43,0.2541
66.7,11.44,0.133
66.7,11.45,0.4225
66.7,11.5,0
66.7,11.53,0
66.7,11.54,0
66.7,11.55,0
66.7,11.58,0
66.7,11.59,0
66.7,11.62,0
66.7,11.63,0
66.7,11.64,0
66.7,11.68,0
66.7,11.7,0.3169
66.7,11.72,0
66.7,11.73,0
66.7,11.74,0
66.7,11.76,0
66.7,11.77,0
66.7,11.78,0
66.7,11.79,0
66.7,11.8,3.6227
66.7,11.81,0
66.7,11.83,0
66.7,11.84,0
66.7,11.95,0.355
66.7,11.96,0
66.7,11.98,0.3144
66.7,11.99,0.1794
66.7,12,0.3088
66.7,12.01,0
66.7,12.02,0
66.7,12.03,1.6319
66.7,12.04,0
66.7,12.05,0
66.7,12.06,0
66.7,12.07,0
66.7,12.08,0
66.7,12.1,0
66.7,12.11,0
66.7,12.12,0.2527
66.7,12.13,0
66.7,12.14,0
66.7,12.15,0.2005
66.7,12.16,0
66.7,12.17,0
66.7,12.18,0
66.7,12.19,0
66.7,12.2,0.1752
66.7,12.21,0
66.7,12.22,0
66.7,12.23,0
66.7,12.24,0
66.7,12.25,0
66.7,12.26,0
66.7,12.27,0.9588
66.7,12.28,0.4688
66.7,12.29,0.2105
66.7,12.3,0
66.7,12.31,0.7332
66.7,12.32,2.9709
66.7,12.33,1.7041
66.7,12.34,2.6343
66.7,12.35,2.3005
66.7,12.36,0.248
66.7,12.37,0.7033
66.7,12.38,0
66.7,12.39,0
66.7,12.4,0.6188
66.7,12.41,0
66.7,12.42,0
66.7,12.43,0.3061
66.7,12.44,0.3947
66.7,12.45,0
66.7,12.46,0.9608
66.7,12.47,1.0218
66.7,12.48,0
66.7,12.49,0.3002
66.7,12.5,0
66.7,12.51,0
66.7,12.52,0
66.7,12.56,0
66.7,12.57,0
66.7,12.68,0
66.7,12.69,0
66.7,12.71,0
66.7,12.72,0
66.7,12.73,0
66.7,12.74,0
66.7,12.76,0
66.7,12.77,0
66.7,12.78,0.4575
66.7,12.79,0
66.7,12.83,0
66.7,12.88,0
66.7,12.89,0
66.7,12.94,0
66.7,12.95,0
66.7,12.96,0
66.7,12.97,0
66.7,12.98,0
66.7,12.99,0
66.7,13,0
66.7,13.05,0
66.7,13.12,0
66.7,13.14,0
66.7,13.15,0
66.7,13.16,0
66.7,13.17,0
66.7,13.19,0
66.7,13.2,0
66.7,13.22,0
66.7,13.24,0
66.7,13.25,0
66.7,13.27,0
66.7,13.28,0
66.7,6.24,0
66.7,6.68,0
66.7,6.96,1.5883
66.7,6.97,0
66.7,7.5,0
66.7,7.58,0
66.7,7.66,0
66.7,8.56,0
66.7,8.62,0
66.7,8.69,0
66.7,9.86,0
66.71,10.33,0
66.71,10.35,0
66.71,10.41,0
66.71,10.5,0
66.71,10.52,0
66.71,10.69,0
66.71,10.82,0
66.71,11.26,0
66.71,11.31,0
66.71,11.35,0
66.71,11.36,0
66.71,11.4,0
66.71,11.41,0
66.71,11.42,0
66.71,11.44,0
66.71,11.46,0.3961
66.71,11.47,0.2569
66.71,11.49,0
66.71,11.5,0
66.71,11.55,0
66.71,11.56,0
66.71,11.6,0
66.71,11.61,0
66.71,11.62,0
66.71,11.63,0
66.71,11.64,0
66.71,11.66,0
66.71,11.68,0
66.71,11.69,0
66.71,11.71,0
66.71,11.72,0
66.71,11.73,0
66.71,11.75,0
66.71,11.79,0
66.71,11.8,0
66.71,11.81,0
66.71,11.85,0
66.71,11.88,0.1611
66.71,11.89,0
66.71,11.92,0
66.71,11.95,0
66.71,11.96,0.7086
66.71,11.97,0.1058
66.71,12,0
66.71,12.01,0
66.71,12.03,0
66.71,12.04,0
66.71,12.05,0
66.71,12.06,0
66.71,12.08,0
66.71,12.09,0
66.71,12.1,0
66.71,12.11,0
66.71,12.12,0
66.71,12.13,0
66.71,12.14,0
66.71,12.15,0
66.71,12.16,0
66.71,12.17,0
66.71,12.18,0
66.71,12.19,0
66.71,12.2,0
66.71,12.21,0
66.71,12.22,0
66.71,12.23,0
66.71,12.24,0
66.71,12.25,0
66.71,12.26,0
66.71,12.27,0
66.71,12.28,0
66.71,12.29,0
66.71,12.3,0
66.71,12.31,0.6677
66.71,12.32,0.556
66.71,12.33,0.2763
66.71,12.34,11.076
66.71,12.35,0.9266
66.71,12.36,1.7054
66.71,12.37,0
66.71,12.38,0.2147
66.71,12.39,0
66.71,12.4,0
66.71,12.41,0.2141
66.71,12.42,0.2316
66.71,12.43,0
66.71,12.44,0
66.71,12.51,0
66.71,12.52,0
66.71,12.53,0
66.71,12.54,0
66.71,12.69,0
66.71,12.7,0
66.71,12.73,0.1883
66.71,12.74,0
66.71,12.75,0
66.71,12.78,0
66.71,12.81,0
66.71,12.82,0
66.71,12.84,0
66.71,12.85,0
66.71,12.88,0
66.71,12.9,0
66.71,12.91,0
66.71,12.94,0
66.71,12.95,0
66.71,12.98,0
66.71,12.99,0
66.71,13,0
66.71,13.01,0
66.71,13.02,0
66.71,13.03,0
66.71,13.04,0
66.71,13.05,0
66.71,13.06,0
66.71,13.07,0
66.71,13.08,0
66.71,13.09,0
66.71,13.1,0
66.71,13.11,0
66.71,13.15,0
66.71,13.16,0
66.71,13.17,0
66.71,13.18,0
66.71,13.19,0
66.71,6.38,0
66.71,7.44,0
66.71,7.73,8.0025
66.71,8.06,3.0775
66.71,9.99,0
66.72,10.14,0
66.72,10.27,0
66.72,10.28,0
66.72,10.37,0
66.72,10.38,0
66.72,10.42,0
66.72,10.44,12.6888
66.72,10.53,1.565
66.72,10.6,0
66.72,10.63,0
66.72,10.66,0
66.72,10.77,0
66.72,10.91,0
66.72,10.97,0
66.72,11.04,0
66.72,11.06,0
66.72,11.07,0
66.72,11.15,0
66.72,11.3,0
66.72,11.32,0.3566
66.72,11.37,0
66.72,11.41,0
66.72,11.42,0
66.72,11.47,0
66.72,11.51,0
66.72,11.56,0
66.72,11.57,0
66.72,11.58,0
66.72,11.61,0
66.72,11.62,0
66.72,11.65,0
66.72,11.68,0
66.72,11.69,0
66.72,11.72,0
66.72,11.73,0
66.72,11.76,0
66.72,11.77,0
66.72,11.78,0
66.72,11.85,0
66.72,11.87,0
66.72,11.88,0
66.72,11.89,0.1027
66.72,11.9,0.1111
66.72,11.91,0.1108
66.72,11.93,0.1083
66.72,11.94,0
66.72,11.95,0.1472
66.72,11.96,0
66.72,11.97,0
66.72,11.98,0
66.72,11.99,0
66.72,12.01,0
66.72,12.05,0
66.72,12.06,0
66.72,12.07,0
66.72,12.08,0
66.72,12.09,0
66.72,12.11,0
66.72,12.12,0
66.72,12.13,0
66.72,12.14,0
66.72,12.15,0
66.72,12.16,0
66.72,12.17,0
66.72,12.18,0
66.72,12.19,0
66.72,12.21,0
66.72,12.22,0
66.72,12.23,0.135
66.72,12.24,0.195
66.72,12.25,0.1963
66.72,12.26,0
66.72,12.27,0
66.72,12.28,0
66.72,12.29,0
66.72,12.3,0.1713
66.72,12.31,6.2185
66.72,12.32,0.2216
66.72,12.33,0.3047
66.72,12.34,0
66.72,12.35,0
66.72,12.36,0
66.72,12.37,0.3577
66.72,12.38,1.3465
66.72,12.39,0
66.72,12.4,0
66.72,12.41,0
66.72,12.42,0
66.72,12.51,0
66.72,12.52,1.6911
66.72,12.53,0.1908
66.72,12.54,0
66.72,12.55,0.5786
66.72,12.58,0
66.72,12.66,0
66.72,12.68,0
66.72,12.7,0.4241
66.72,12.72,0
66.72,12.75,0
66.72,12.8,0
66.72,12.81,0
66.72,12.84,0
66.72,12.85,0
66.72,12.88,0
66.72,12.9,0
66.72,12.91,0
66.72,13.04,0
66.72,13.05,0
66.72,13.07,0
66.72,13.08,0
66.72,13.09,0
66.72,13.1,0
66.72,13.11,0
66.72,13.12,0
66.72,13.13,0
66.72,13.14,0
66.72,13.15,0
66.72,13.16,0
66.72,13.17,0
66.72,13.18,0
66.72,13.19,0
66.72,13.2,0
66.72,13.21,0
66.72,7.42,0
66.72,7.54,0
66.72,8.41,0
66.73,10.07,3.1252
66.73,10.43,3.193
66.73,10.67,0
66.73,10.96,0
66.73,11,0
66.73,11.21,0
66.73,11.3,0
66.73,11.31,0
66.73,11.32,0
66.73,11.34,0
66.73,11.35,0
66.73,11.44,10.9002
66.73,11.46,0.3483
66.73,11.5,0
66.73,11.54,0
66.73,11.59,0
66.73,11.6,0
66.73,11.62,0
66.73,11.63,0
66.73,11.68,0
66.73,11.69,0
66.73,11.71,0
66.73,11.73,0
66.73,11.82,0
66.73,11.84,0
66.73,11.85,2.6549
66.73,11.86,0
66.73,11.87,0
66.73,11.88,0
66.73,11.89,0
66.73,11.9,0
66.73,11.91,0
66.73,11.92,0
66.73,11.94,0
66.73,11.96,0
66.73,11.97,0
66.73,11.98,0
66.73,12,0
66.73,12.01,0
66.73,12.02,0
66.73,12.04,0
66.73,12.05,0
66.73,12.07,0
66.73,12.08,0
66.73,12.09,0
66.73,12.11,0
66.73,12.13,0
66.73,12.15,0
66.73,12.16,0
66.73,12.17,0
66.73,12.18,0
66.73,12.19,0
66.73,12.2,0
66.73,12.21,2.5419
66.73,12.22,0
66.73,12.23,0
66.73,12.24,0
66.73,12.25,0.375
66.73,12.26,0
66.73,12.27,0.4844
66.73,12.28,0
66.73,12.29,0.2216
66.73,12.3,0.17
66.73,12.31,0
66.73,12.32,0
66.73,12.33,0
66.73,12.34,0
66.73,12.35,0
66.73,12.36,0.2766
66.73,12.37,0.208
66.73,12.38,0
66.73,12.39,0
66.73,12.4,0
66.73,12.41,0
66.73,12.42,0.1797
66.73,12.43,0
66.73,12.44,0
66.73,12.45,0
66.73,12.51,0.9255
66.73,12.52,7.2268
66.73,12.53,6.8493
66.73,12.54,1.0336
66.73,12.55,0
66.73,12.56,0
66.73,12.57,0.4175
66.73,12.58,0
66.73,12.59,0
66.73,12.6,0
66.73,12.61,0
66.73,12.62,0.338
66.73,12.63,0
66.73,12.65,0.1724
66.73,12.76,0
66.73,12.79,0
66.73,12.81,1.5841
66.73,12.84,0
66.73,12.92,0
66.73,12.93,0
66.73,12.98,0
66.73,13.08,0
66.73,13.09,0
66.73,13.1,0
66.73,13.14,0
66.73,13.15,0
66.73,13.16,0
66.73,13.17,0
66.73,13.18,0
66.73,13.19,0
66.73,13.2,0
66.73,13.21,0
66.73,13.22,0
66.73,13.23,0
66.73,13.24,0
66.73,13.25,0
66.73,13.26,0
66.73,13.28,0
66.73,13.29,0
66.73,13.31,0
66.73,13.32,0
66.73,13.35,0.3327
66.73,13.37,0.2225
66.73,6.09,0
66.73,6.18,0
66.73,7.84,0
66.73,7.87,1.5005
66.73,8.06,0
66.73,8.11,4.775
66.73,8.17,4.5888
66.73,8.45,0
66.73,9.45,0
66.74,10.05,0
66.74,10.22,0
66.74,10.23,0
66.74,10.29,0
66.74,10.39,0
66.74,10.46,0
66.74,10.58,0
66.74,10.61,0
66.74,10.64,0
66.74,10.74,0
66.74,10.75,0
66.74,10.78,0
66.74,10.82,0
66.74,10.83,0
66.74,10.92,0
66.74,11.01,0
66.74,11.19,0
66.74,11.22,0
66.74,11.31,0
66.74,11.36,0
66.74,11.43,0
66.74,11.44,0
66.74,11.45,0
66.74,11.49,0
66.74,11.5,0
66.74,11.52,0
66.74,11.53,0
66.74,11.57,0
66.74,11.58,0
66.74,11.6,0
66.74,11.64,0
66.74,11.69,0
66.74,11.7,0
66.74,11.71,0
66.74,11.73,0
66.74,11.9,0
66.74,11.91,0
66.74,11.93,0
66.74,11.94,0
66.74,11.96,0
66.74,11.97,0
66.74,12,0
66.74,12.08,0
66.74,12.09,0
66.74,12.1,0.6591
66.74,12.12,0
66.74,12.13,0
66.74,12.14,0
66.74,12.15,0
66.74,12.16,0
66.74,12.18,0
66.74,12.19,0
66.74,12.21,5.5147
66.74,12.22,0
66.74,12.23,0
66.74,12.24,0
66.74,12.25,0.535
66.74,12.26,0
66.74,12.27,0
66.74,12.28,0
66.74,12.29,0
66.74,12.3,0
66.74,12.31,0
66.74,12.32,0
66.74,12.33,0
66.74,12.34,0
66.74,12.35,0
66.74,12.36,0
66.74,12.37,0
66.74,12.38,0
66.74,12.39,2.2575
66.74,12.4,0
66.74,12.41,0
66.74,12.42,0
66.74,12.45,0
66.74,12.46,1.325
66.74,12.47,0
66.74,12.48,0.3102
66.74,12.49,0.2344
66.74,12.5,1.4157
66.74,12.51,1.5505
66.74,12.52,0.9141
66.74,12.53,0.2919
66.74,12.54,0
66.74,12.56,1.5833
66.74,12.57,0
66.74,12.66,0
66.74,12.8,0
66.74,12.82,1.6147
66.74,12.83,0.3944
66.74,12.84,0.218
66.74,12.88,0
66.74,13,0.8527
66.74,13.01,0
66.74,13.02,0.5838
66.74,13.04,0
66.74,13.05,0
66.74,13.07,0
66.74,13.08,0
66.74,13.17,0
66.74,13.18,0
66.74,13.19,0
66.74,13.2,0
66.74,13.21,0
66.74,13.22,0
66.74,13.23,0
66.74,13.24,0
66.74,13.25,0
66.74,13.26,0
66.74,13.27,0
66.74,13.28,0
66.74,13.29,0
66.74,13.3,0
66.74,13.31,0.2363
66.74,13.32,0.2225
66.74,13.33,0.3
66.74,13.34,2.4213
66.74,13.35,0.95
66.74,13.36,0
66.74,13.37,0
66.74,13.38,1.883
66.74,13.39,0.3655
66.74,13.4,0
66.74,13.41,0
66.74,13.42,0
66.74,13.43,0
66.74,13.44,0
66.74,13.45,0
66.74,13.46,0
66.74,13.48,0
66.74,13.49,0
66.74,13.51,0
66.74,13.53,3.1558
66.74,13.54,0
66.74,33.05,0
66.74,33.17,0
66.74,6.24,0
66.74,7.75,0
66.74,8.11,9.5344
66.74,8.16,0
66.74,9.18,0
66.74,9.32,0
66.74,9.87,0
66.75,10.14,0
66.75,10.17,0
66.75,10.26,0
66.75,10.35,8.0305
66.75,10.64,11.1416
66.75,11.07,0
66.75,11.09,0
66.75,11.13,0
66.75,11.21,0
66.75,11.24,0
66.75,11.31,0
66.75,11.38,0.4858
66.75,11.39,0
66.75,11.4,0.2022
66.75,11.42,0
66.75,11.43,0
66.75,11.44,0
66.75,11.45,0
66.75,11.46,0
66.75,11.47,0.7919
66.75,11.48,0.5011
66.75,11.49,0
66.75,11.5,0
66.75,11.51,0.4841
66.75,11.54,0.5575
66.75,11.59,0
66.75,11.6,0
66.75,11.65,0
66.75,11.69,0
66.75,11.7,0
66.75,11.73,0
66.75,11.76,0
66.75,11.79,0
66.75,11.82,0
66.75,11.89,0
66.75,11.9,0
66.75,11.92,0
66.75,11.93,0
66.75,11.95,0
66.75,11.99,0
66.75,12.03,0
66.75,12.05,0
66.75,12.07,0
66.75,12.08,0
66.75,12.09,0
66.75,12.11,0
66.75,12.13,0
66.75,12.14,0
66.75,12.15,0.1938
66.75,12.16,0
66.75,12.17,0
66.75,12.19,0
66.75,12.2,0
66.75,12.21,0
66.75,12.22,0
66.75,12.23,0
66.75,12.24,0
66.75,12.25,0
66.75,12.26,0
66.75,12.27,0
66.75,12.28,0
66.75,12.29,0
66.75,12.3,0
66.75,12.31,0
66.75,12.32,0.3005
66.75,12.33,0
66.75,12.34,0.6008
66.75,12.35,0.5024
66.75,12.36,0
66.75,12.37,0.6655
66.75,12.38,0
66.75,12.39,0.4913
66.75,12.4,0.7902
66.75,12.41,3.9147
66.75,12.43,0
66.75,12.46,0
66.75,12.5,0.415
66.75,12.51,6.6326
66.75,12.52,0.5855
66.75,12.53,1.5355
66.75,12.54,0
66.75,12.78,0
66.75,12.79,0
66.75,12.8,0
66.75,12.83,0.3513
66.75,12.85,0.8822
66.75,12.86,0.4672
66.75,12.87,0
66.75,12.99,4.6461
66.75,13.04,0
66.75,13.06,0.2627
66.75,13.08,0
66.75,13.09,0
66.75,13.1,0
66.75,13.18,0
66.75,13.19,0
66.75,13.2,0
66.75,13.21,0
66.75,13.22,0
66.75,13.23,0
66.75,13.43,0
66.75,13.45,0
66.75,13.46,0
66.75,13.47,0
66.75,13.48,0
66.75,13.49,0
66.75,13.5,0
66.75,13.51,0
66.75,13.52,0
66.75,13.53,0
66.75,13.54,0
66.75,33.16,0
66.75,6.88,1.5066
66.75,7.09,0
66.75,7.1,1.5533
66.75,7.11,11.1008
66.75,7.25,0
66.75,8.08,1.6194
66.75,8.31,0
66.75,8.82,0
66.75,9.51,0
66.75,9.77,0
66.75,9.8,0
66.75,9.93,0
66.76,10.12,0
66.76,10.3,3.0983
66.76,10.32,0
66.76,10.42,0
66.76,10.44,0
66.76,10.48,0
66.76,10.54,14.1972
66.76,10.56,0
66.76,10.64,0
66.76,10.66,0
66.76,10.67,0
66.76,10.79,0
66.76,10.81,0
66.76,10.99,0
66.76,11.04,0
66.76,11.16,0
66.76,11.17,0
66.76,11.24,0
66.76,11.29,0
66.76,11.35,0
66.76,11.36,0.255
66.76,11.37,0.3088
66.76,11.38,0
66.76,11.4,1.0741
66.76,11.41,0
66.76,11.42,0
66.76,11.43,1.5447
66.76,11.44,0
66.76,11.48,0.2175
66.76,11.51,0.2416
66.76,11.54,0.2202
66.76,11.62,0
66.76,11.63,0
66.76,11.65,0
66.76,11.68,0
66.76,11.73,0
66.76,11.74,0
66.76,11.75,0
66.76,11.84,0
66.76,11.85,0
66.76,11.87,0
66.76,11.89,0
66.76,11.9,0
66.76,11.94,0
66.76,11.95,0
66.76,11.97,0
66.76,11.98,0
66.76,12.02,0
66.76,12.03,0
66.76,12.04,0
66.76,12.08,11.6627
66.76,12.09,0
66.76,12.11,0
66.76,12.12,0
66.76,12.14,0.3322
66.76,12.15,0
66.76,12.16,0
66.76,12.17,0
66.76,12.18,0
66.76,12.2,0
66.76,12.23,0
66.76,12.25,0
66.76,12.26,0
66.76,12.27,0
66.76,12.28,0
66.76,12.3,0
66.76,12.31,0
66.76,12.32,0
66.76,12.33,0
66.76,12.34,0
66.76,12.35,0
66.76,12.36,0
66.76,12.37,0
66.76,12.38,0
66.76,12.39,0.7947
66.76,12.4,0.1669
66.76,12.41,1.2646
66.76,12.42,0
66.76,12.46,0
66.76,12.47,75.3843
66.76,12.49,1.5161
66.76,12.5,0.9452
66.76,12.51,2.8421
66.76,12.52,1.8116
66.76,12.53,0
66.76,12.54,0.1958
66.76,12.55,0
66.76,12.56,0
66.76,12.76,0
66.76,12.79,0
66.76,12.8,0
66.76,12.88,0
66.76,12.89,0
66.76,12.91,0
66.76,12.92,0
66.76,12.93,0
66.76,13.07,0
66.76,13.09,0
66.76,13.1,0
66.76,13.13,0
66.76,13.14,0
66.76,13.16,0
66.76,13.2,0.2997
66.76,13.21,0
66.76,13.22,0
66.76,13.23,0
66.76,13.24,0
66.76,13.27,0
66.76,13.49,0
66.76,13.52,0
66.76,7.29,0
66.76,7.73,0
66.76,7.79,0
66.76,8.05,3.1102
66.76,8.67,0
66.76,8.91,0
66.77,10.11,0
66.77,10.12,0
66.77,10.2,0
66.77,10.26,0
66.77,10.33,0
66.77,10.57,9.5572
66.77,10.63,1.5419
66.77,10.68,0
66.77,10.91,0
66.77,11,0
66.77,11.15,0
66.77,11.34,0
66.77,11.38,0
66.77,11.41,0
66.77,11.42,0
66.77,11.43,0
66.77,11.44,0
66.77,11.45,0
66.77,11.47,0
66.77,11.51,0
66.77,11.56,0
66.77,11.59,0
66.77,11.63,0
66.77,11.65,0
66.77,11.66,0
66.77,11.67,0
66.77,11.74,0
66.77,11.83,0
66.77,11.84,0
66.77,11.88,0
66.77,11.89,0
66.77,11.9,0
66.77,11.95,0
66.77,11.99,0
66.77,12.01,0
66.77,12.03,0
66.77,12.05,0
66.77,12.07,0
66.77,12.12,1.7019
66.77,12.13,0.6905
66.77,12.15,0
66.77,12.16,0
66.77,12.18,0
66.77,12.19,0
66.77,12.2,0
66.77,12.21,0
66.77,12.22,0
66.77,12.23,0
66.77,12.24,0
66.77,12.25,0
66.77,12.26,0
66.77,12.27,0
66.77,12.28,0
66.77,12.3,0
66.77,12.32,0
66.77,12.33,0
66.77,12.34,0
66.77,12.35,0
66.77,12.36,0
66.77,12.37,0
66.77,12.38,0
66.77,12.39,0.5305
66.77,12.4,0.563
66.77,12.41,0.2886
66.77,12.42,0
66.77,12.43,0
66.77,12.44,0
66.77,12.48,0
66.77,12.49,3.7638
66.77,12.5,0.6188
66.77,12.51,0.4702
66.77,12.52,0
66.77,12.53,0.2905
66.77,12.54,1.5583
66.77,12.55,0
66.77,12.56,0
66.77,12.57,0.7988
66.77,12.63,0
66.77,12.79,2.9944
66.77,12.8,0
66.77,12.88,0
66.77,12.89,1.5711
66.77,12.9,0
66.77,13.14,0
66.77,13.2,0.3005
66.77,13.21,1.9966
66.77,13.22,0.3
66.77,13.23,0
66.77,13.24,0
66.77,13.27,0
66.77,13.29,0
66.77,8.11,4.6936
66.77,8.22,0
66.77,8.73,0
66.78,10.19,0
66.78,10.37,0
66.78,10.52,0
66.78,10.54,0
66.78,10.72,6.2
66.78,10.76,0
66.78,10.85,0
66.78,10.89,0
66.78,10.93,0
66.78,10.99,0
66.78,11.01,0
66.78,11.14,0
66.78,11.15,0
66.78,11.33,0
66.78,11.36,0
66.78,11.38,0
66.78,11.39,0
66.78,11.41,0
66.78,11.46,0
66.78,11.47,0.2441
66.78,11.48,0
66.78,11.52,0.3058
66.78,11.53,0
66.78,11.54,0.0166
66.78,11.55,0.3197
66.78,11.56,4.7813
66.78,11.57,0
66.78,11.61,0
66.78,11.62,0
66.78,11.66,0
66.78,11.68,0
66.78,11.73,0
66.78,11.79,0
66.78,11.85,0
66.78,11.89,0
66.78,11.91,0
66.78,11.94,0
